Year,Matchday,Team_1,Team_2,Day,Stadium,Time,Referee,A_Referee_1,A_Referee_2,4_official,VAR_official,AVAR_official,Gls_T1,Gls_T2,FR,Coach_T1,Coach_T2,Fmt_T1,Fmt_T2,Ptt,Ptr,Ptp,Ptt_T1,Pt_DH_T1,Pt_OH_T1,Ptt_T2,Pt_DH_T2,Pt_OH_T2,Pt_0_15_T1,Pt_16_30_T1,Pt_31_HT_T1,Pt_45_60_T1,Pt_61_75_T1,Pt_76_FT_T1,Pt_0_15_T2,Pt_16_30_T2,Pt_31_HT_T2,Pt_45_60_T2,Pt_61_75_T2,Pt_76_FT_T2,Atp_T1,Atp_T2,Atp_on_T1,Atp_on_T2,Atp_on_fk_T1,Atp_on_fk_T2,Atp_on_pb_T1,Atp_on_pb_T2,Atp_off_T1,Atp_off_T2,Svs_T1,Svs_T2,Scr_chc_T1,Scr_chc_T2,Ast_T1,Ast_T2,Off_T1,Off_T2,Crn_T1,Crn_T2,FlsC_T1,FlsC_T2,PssC_T1,PssC_T2,PssC_%_T1,PssC_%_T2,LngP_T1,LngP_T2,MdmP_T1,MdmP_T2,ShrP_T1,ShrP_T2,KPss_T1,KPss_T2,Rcv_T1,Rcv_T2,CntA_T1,CntA_T2,Pnt_T1,Pnt_T2,Dst_c_T1,Dst_j_T1,Dst_r_T1,Dst_s_T1,Dst_c_T2,Dst_j_T2,Dst_r_T2,Dst_s_T2,Avg_Spd_T1,Avg_Spd_T2,Atk_l_T1,Atk_c_T1,Atk_r_T1,Atk_l_T2,Atk_c_T2,Atk_r_T2,Crs_Cmp_NrCrn_l_T1,Crs_Cmp_NrCrn_r_T1,Crs_Cmp_FnlThr_l_T1,Crs_Cmp_FnlThr_r_T1,Crs_Cmp_BfrFnlThr_l_T1,Crs_Cmp_BfrFnlThr_r_T1,Crs_Cmp_NrCrn_l_T2,Crs_Cmp_NrCrn_r_T2,Crs_Cmp_FnlThr_l_T2,Crs_Cmp_FnlThr_r_T2,Crs_Cmp_BfrFnlThr_l_T2,Crs_Cmp_BfrFnlThr_r_T2,K_Ply_T1,K_Ply_Nbr_T1,K_Ply_T2,K_Ply_Nbr_T2,Odd_T1,Odd_D,Odd_T2
2019-2020,32,PARMA,BOLOGNA,12/07/2020,STADIUM ENNIO TARDINI,19:30:00,MAURIZIO  MARIANI,GIORGIO  PERETTI,EMANUELE  PRENNA,ANTONIO  GIUA,FABIO  MARESCA,MAURO VIVENZI,2,2,D,ROBERTO D'AVERSA,SINISA MIHAJLOVIC,4-4-1-1,4-2-3-1,98'58,54'18,0.55,26'44 (49%),11'01 (41%),15'43 (59%),27'34 (51%),17'36 (64%),9'58 (36%),3'34,4'59,3'55,3'17,4'05,6'53,5'07,3'14,5'17,4'16,3'10,6'30,13,9,5(2),6(2),0,0,4,5,8,3,4,2,5,4,1,2,2,2,6,2,17,24,389,393,0.83,0.83,32,24,175,159,182,210,1,1,41,69,16,14,0 (0),0 (0),101.947,26.408,66.708,8.831,103.115,25.719,69.222,8.174,6.6,6.9,19 (32%),10 (17%),30 (51%),11 (26%),12 (29%),19 (45%),0/1,0/2,1/5,0/3,0/0,0/0,0/0,0/2,1/2,1/1,0/0,0/0,JASMIN KURTIC,19,ROBERTO SORIANO,21,2.7,3.2,2.62
2019-2020,32,UDINESE,SAMPDORIA,12/07/2020,STADIUM DACIA ARENA - STADIO FRIULI,19:30:00,PAOLO  VALERI,MARCO  BRESMES,ENRICO  CALIARI,ANTONIO  RAPUANO,FABRIZIO  PASQUA,SERGIO RANGHETTI,1,3,A,LUCA GOTTI,CLAUDIO RANIERI,3-5-2,4-4-2,95'09,54'16,0.57,26'51 (49%),15'32 (58%),11'19 (42%),27'25 (51%),15'16 (56%),12'09 (44%),4'37,4'41,3'02,6'38,3'45,4'07,6'14,5'30,4'27,2'50,4'02,4'22,7,9,4(1),6(3),0,0,2,4,3,3,3,3,4,5,1,2,0,0,10,7,16,10,376,436,0.82,0.85,31,38,160,205,185,193,2,2,68,73,9,15,0 (0),0 (0),106.943,29.125,69.313,8.505,107.47,28.726,70.555,8.189,6.6,6.7,22 (54%),6 (14%),13 (32%),30 (55%),6 (10%),19 (35%),2/5,2/6,0/1,2/2,0/0,0/0,3/6,2/6,2/4,3/3,0/0,0/0,KEVIN LASAGNA,15,FEDERICO BONAZZOLI,9,2.37,3.1,3.2
2019-2020,32,NAPOLI,MILAN,12/07/2020,STADIUM SAN PAOLO,21:45:00,FEDERICO  LA PENNA,GIACOMO  PAGANESSI,LUCA  MONDIN,ROSARIO  ABISSO,GIANLUCA  ROCCHI,DANIELE BINDONI,2,2,D,GENNARO GATTUSO,STEFANO PIOLI,4-3-3,4-2-3-1,97'13,56'09,0.58,27'53 (50%),12'43 (46%),15'10 (54%),28'16 (50%),19'42 (70%),8'34 (30%),5'34,4'21,4'25,4'18,4'33,4'42,4'22,5'04,3'49,6'41,3'18,5'02,14,4,9(2),4(2),1,1,8,3,5,0,2,7,5,2,1,1,3,0,7,2,9,18,506,491,0.9,0.88,33,27,170,194,303,270,2,0,26,35,12,1,0 (0),1 (1),113.669,28.72,75.416,9.533,106.501,30.518,67.393,8.59,6.7,6.4,19 (40%),11 (24%),17 (36%),12 (46%),4 (16%),10 (38%),0/0,1/2,0/0,0/0,0/1,0/0,0/3,1/2,0/0,0/0,0/0,0/0,DRIES MERTENS,14,THEO HERNANDEZ,19,2.05,3.5,3.5
2019-2020,32,INTER,TORINO,13/07/2020,STADIUM GIUSEPPE MEAZZA,21:45:00,DAVIDE  MASSA,DAMIANO  DI IORIO,MATTEO  BOTTEGONI,DANIELE  MINELLI,LUIGI  NASCA,STEFANO ALASSIO,3,1,H,ANTONIO CONTE,MORENO LONGO,3-4-1-2,4-4-2,93'08,48'17,0.52,30'00 (62%),13'28 (45%),16'32 (55%),18'17 (38%),12'30 (68%),5'47 (32%),6'36,4'02,5'19,5'23,3'47,4'53,1'55,2'15,2'59,2'45,3'50,4'33,20,6,11(3),4(1),0,0,10,4,9,2,2,8,10,4,3,0,2,0,9,2,21,18,498,284,0.89,0.8,48,27,219,83,231,174,5,2,42,64,21,7,0 (0),0 (0),111.786,27.659,74.795,9.332,106.225,28.974,68.906,8.345,6.9,6.5,26 (41%),9 (14%),29 (45%),9 (32%),4 (14%),15 (54%),1/1,1/2,4/4,2/3,0/0,0/0,1/1,1/2,1/3,1/2,0/0,0/1,ASHLEY YOUNG,15,ANDREA BELOTTI,9,1.45,4.5,6.5
2019-2020,33,ATALANTA,BRESCIA,14/07/2020,STADIUM GEWISS STADIUM,21:45:00,GIANLUCA  MANGANIELLO,GIOVANNI  BACCINI,ORESTE  MUTO,LORENZO  MAGGIONI,FABRIZIO  PASQUA,GIORGIO PERETTI,6,2,H,GIAN PIERO GASPERINI,DIEGO LOPEZ,3-4-2-1,4-3-1-2,90'23,57'28,0.64,36'25 (63%),15'09 (42%),21'16 (58%),21'03 (37%),13'01 (62%),8'02 (38%),6'47,6'36,6'34,4'22,5'43,6'23,3'28,2'59,4'11,3'43,3'29,3'12,13,6,7(6),5(2),0,0,6,5,6,1,3,1,8,3,5,1,2,0,1,1,12,10,727,277,0.91,0.74,27,22,255,93,445,162,2,0,56,43,14,8,0 (0),0 (0),109.769,26.634,75.226,7.909,107.91,25.901,74.04,7.969,7.1,6.9,31 (58%),5 (10%),17 (32%),8 (22%),7 (19%),22 (59%),2/2,1/2,2/3,2/4,0/0,0/0,0/0,1/2,1/2,1/4,0/0,0/0,MARIO PASALIC,88,ERNESTO TORREGROSSA,11,1.14,8.5,17.0
2019-2020,33,BOLOGNA,NAPOLI,15/07/2020,STADIUM RENATO DALL'ARA,19:30:00,MARCO  PICCININI,ALBERTO  TEGONI,MAURO  VIVENZI,ANTONIO  RAPUANO,GIANPAOLO  CALVARESE,LORENZO MANGANELLI,1,1,D,SINISA MIHAJLOVIC,GENNARO GATTUSO,4-2-3-1,4-3-3,95'03,56'15,0.59,27'38 (49%),13'19 (48%),14'19 (52%),28'37 (51%),18'45 (66%),9'52 (34%),4'24,4'23,3'43,4'24,4'40,6'04,5'32,5'24,6'00,5'13,1'56,4'32,9,8,2(1),4(1),0,0,1,3,7,4,2,0,4,2,1,1,3,1,8,4,20,9,445,485,0.87,0.85,36,32,134,168,275,285,3,1,44,49,11,11,0 (0),0 (0),110.751,27.175,74.358,9.218,111.889,26.606,76.3,8.983,6.8,6.9,27 (44%),7 (11%),28 (45%),9 (26%),9 (27%),16 (47%),1/2,0/0,2/5,1/3,0/0,1/1,0/0,0/0,1/2,0/0,0/0,1/1,MUSA BARROW,99,KOSTAS MANOLAS,44,4.5,3.8,1.75
2019-2020,33,MILAN,PARMA,15/07/2020,STADIUM GIUSEPPE MEAZZA,19:30:00,MASSIMILIANO  IRRATI,ALESSANDRO  COSTANZO,RODOLFO  DI VUOLO,PIERO  GIACOMELLI,LUIGI  NASCA,CIRO CARBONE,3,1,H,STEFANO PIOLI,ROBERTO D'AVERSA,4-2-3-1,4-3-3,99'27,49'16,0.5,26'21 (53%),13'11 (50%),13'10 (50%),22'55 (47%),15'11 (66%),7'44 (34%),3'55,3'41,6'18,3'22,4'34,4'30,3'06,1'58,4'37,4'07,2'46,6'21,19,8,7(3),5(1),0,0,5,5,12,3,3,4,10,6,2,1,6,1,7,6,9,10,476,356,0.86,0.83,33,45,153,148,290,163,5,2,45,37,15,16,0 (0),0 (0),107.132,32.698,64.718,9.716,107.356,32.579,65.478,9.299,6.2,6.2,21 (37%),18 (31%),18 (32%),20 (51%),11 (28%),8 (21%),0/1,1/3,0/1,1/2,0/0,0/0,0/0,1/3,1/2,2/2,0/0,0/0,HAKAN CALHANOGLU,10,JASMIN KURTIC,19,1.44,4.75,6.5
2019-2020,33,SAMPDORIA,CAGLIARI,15/07/2020,STADIUM LUIGI FERRARIS,19:30:00,LUCA  PAIRETTO,MATTEO  PASSERI,VITO  MASTRODONATO,LIVIO  MARINELLI,ALEANDRO  DI PAOLO,DARIO CECCONI,3,0,H,CLAUDIO RANIERI,WALTER ZENGA,4-4-2,3-4-1-2,92'06,57'19,0.62,28'16 (49%),17'29 (62%),10'47 (38%),29'03 (51%),12'33 (43%),16'30 (57%),4'25,6'05,3'39,3'31,4'17,6'19,5'00,6'32,4'42,4'27,3'34,4'48,6,8,4(3),3(0),0,0,2,2,2,5,2,1,4,2,2,0,2,1,4,3,13,15,448,488,0.86,0.89,42,40,180,195,226,253,1,2,43,57,14,10,0 (0),0 (0),107.711,27.199,73.028,7.484,103.692,24.94,71.281,7.471,6.9,6.9,19 (51%),7 (19%),11 (30%),18 (31%),14 (24%),26 (45%),1/1,2/2,3/5,3/4,0/0,0/0,1/1,2/2,5/8,7/9,0/0,0/0,FEDERICO BONAZZOLI,9,CHARALAMPOS LYKOGIANNIS,22,1.9,3.6,3.8
2019-2020,33,LECCE,FIORENTINA,15/07/2020,STADIUM ETTORE GIARDINIERO - VIA DEL MARE,21:45:00,MARCO  GUIDA,SALVATORE  LONGO,VALERIO  COLAROSSI,ANTONIO  DI MARTINO,FEDERICO  LA PENNA,STEFANO DEL GIOVANE,1,3,A,FABIO LIVERANI,GIUSEPPE IACHINI,4-3-1-2,3-4-3,96'02,54'46,0.57,26'37 (49%),13'08 (49%),13'29 (51%),28'09 (51%),15'58 (57%),12'11 (43%),3'04,4'11,3'47,5'54,3'18,6'23,5'00,2'17,4'43,4'52,5'57,5'20,8,10,3(1),7(3),0,2,3,6,5,3,4,1,4,9,1,2,3,0,6,5,15,7,421,469,0.87,0.88,43,42,177,194,201,233,3,3,33,42,9,17,0 (0),1 (0),107.892,28.44,70.752,8.7,109.25,29.467,71.216,8.567,6.6,6.8,22 (55%),5 (12%),13 (33%),14 (32%),9 (20%),21 (48%),1/1,0/0,4/4,0/1,0/0,0/1,0/0,0/0,1/2,0/0,0/0,0/0,YEVHEN SHAKHOV,11,FEDERICO CHIESA,25,3.6,3.75,1.95
2019-2020,33,ROMA,HELLAS VERONA,15/07/2020,STADIUM OLIMPICO,21:45:00,FABIO  MARESCA,GIORGIO  SCHENONE,TARCISIO  VILLA,FEDERICO  DIONISI,MARCO  DI BELLO,VALENTINO FIORITO,2,1,H,PAULO FONSECA,IVAN JURIC,3-4-2-1,3-4-2-1,100'57,51'46,0.51,21'29 (42%),14'08 (66%),7'21 (34%),30'17 (58%),17'53 (59%),12'24 (41%),2'41,2'16,4'50,3'29,2'35,5'38,3'07,4'23,7'11,6'03,4'01,5'31,14,4,6(2),3(1),1,0,6,2,8,1,2,3,9,2,1,1,0,5,7,6,14,6,225,500,0.71,0.83,36,50,82,168,107,282,5,1,87,67,18,12,1 (1),0 (0),113.849,28.945,74.368,10.536,113.579,29.789,73.856,9.934,6.7,6.7,18 (41%),15 (34%),11 (25%),24 (47%),11 (22%),16 (31%),2/2,0/1,1/3,0/1,0/0,0/0,2/2,0/1,1/3,1/1,0/0,0/0,EDIN DZEKO,9,MATTEO PESSINA,32,1.6,4.2,5.0
2019-2020,33,SASSUOLO,JUVENTUS,15/07/2020,STADIUM MAPEI STADIUM,21:45:00,PAOLO  VALERI,SERGIO  RANGHETTI,STEFANO  LIBERTI,JUAN LUCA  SACCHI,DANIELE  CHIFFI,MAURO GALETTO,3,3,D,ROBERTO DE ZERBI,MAURIZIO SARRI,4-2-3-1,4-3-3,100'11,52'56,0.53,29'26 (56%),14'48 (50%),14'38 (50%),23'30 (44%),10'31 (45%),12'59 (55%),3'36,5'08,6'56,3'15,2'48,7'43,4'43,1'51,4'16,2'37,4'12,5'51,16,13,12(3),6(3),1,0,9,6,4,7,2,7,10,8,2,3,0,1,3,9,14,13,540,379,0.88,0.86,38,30,176,139,326,210,4,3,42,52,12,13,0 (0),0 (0),109.323,28.52,72.045,8.758,109.597,28.616,71.236,9.745,6.5,6.5,16 (38%),13 (31%),13 (31%),17 (34%),13 (26%),20 (40%),1/1,0/1,0/2,0/0,0/0,0/0,0/0,0/1,1/2,2/4,0/1,0/1,DOMENICO BERARDI,25,ALEX SANDRO,12,5.25,4.2,1.57
2019-2020,33,UDINESE,LAZIO,15/07/2020,STADIUM DACIA ARENA - STADIO FRIULI,21:45:00,ROSARIO  ABISSO,ALESSIO  TOLFO,DOMENICO  ROCCA,MARCO  SERRA,DAVIDE  MASSA,LUCA MONDIN,0,0,D,LUCA GOTTI,SIMONE INZAGHI,3-5-2,3-5-2,97'57,57'30,0.59,25'00 (43%),14'18 (57%),10'42 (43%),32'30 (57%),15'39 (48%),16'51 (52%),3'53,4'05,3'52,5'14,2'45,5'11,5'21,4'35,6'20,5'03,5'54,5'17,12,11,7(0),3(0),0,0,4,2,5,8,3,6,5,5,0,0,1,1,4,5,12,11,363,497,0.87,0.86,46,42,136,226,181,229,3,2,64,32,17,13,0 (0),0 (0),110.939,30.001,70.944,9.994,112.972,27.882,73.685,11.405,6.6,6.8,9 (21%),12 (28%),22 (51%),20 (34%),21 (35%),18 (31%),0/0,0/4,1/2,2/6,0/0,0/0,1/1,0/4,6/10,1/1,0/0,0/0,RODRIGO DE PAUL,10,LUIS ALBERTO,10,3.6,3.6,1.95
2019-2020,33,TORINO,GENOA,16/07/2020,STADIUM OLIMPICO GRANDE TORINO,19:30:00,GIANLUCA  ROCCHI,DANIELE  BINDONI,ALESSANDRO  LO CICERO,MAURIZIO  MARIANI,PAOLO SILVIO  MAZZOLENI,GIACOMO PAGANESSI,3,0,H,MORENO LONGO,DAVIDE NICOLA,3-4-1-2,3-4-1-2,98'03,46'35,0.48,20'12 (43%),12'11 (60%),8'01 (40%),26'23 (57%),11'42 (44%),14'41 (56%),3'56,3'17,3'42,3'09,2'23,3'45,4'15,2'15,3'35,4'52,4'49,6'37,8,10,4(3),4(0),1,0,1,3,4,6,4,1,4,2,2,0,1,2,8,4,20,18,280,377,0.76,0.81,37,33,112,140,131,204,1,1,106,70,16,18,0 (0),0 (0),104.034,31.882,65.233,6.919,104.052,31.095,65.772,7.185,6.2,6.3,21 (54%),9 (23%),9 (23%),20 (33%),14 (24%),26 (43%),0/1,0/0,0/3,0/0,0/0,0/0,1/1,0/0,2/5,3/6,0/0,0/0,ANDREA BELOTTI,9,ANDREA PINAMONTI,99,2.1,3.5,3.4
2019-2020,33,SPAL,INTER,16/07/2020,STADIUM PAOLO MAZZA,21:45:00,ANTONIO  GIUA,STEFANO  ALASSIO,LORENZO  GORI,EUGENIO  ABBATTISTA,DANIELE  DOVERI,DAMIANO DI IORIO,0,4,A,LUIGI DI BIAGIO,ANTONIO CONTE,4-4-2,3-4-1-2,91'35,50'47,0.55,21'47 (43%),11'07 (51%),10'40 (49%),29'00 (57%),16'35 (57%),12'25 (43%),1'49,3'56,4'23,4'05,4'18,3'16,5'01,3'58,3'47,4'52,4'54,6'28,8,13,1(0),8(4),0,0,1,6,7,5,3,0,3,7,0,3,0,1,0,7,10,9,287,488,0.78,0.86,29,39,88,173,170,276,2,2,65,43,8,17,0 (0),0 (0),103.1,27.512,64.916,10.672,103.892,25.291,68.177,10.424,6.8,7.0,21 (51%),14 (34%),6 (15%),19 (39%),6 (12%),24 (49%),1/1,0/1,0/1,0/2,0/0,0/0,0/0,0/1,0/1,4/5,0/0,1/1,ANDREA PETAGNA,37,ALEXIS SANCHEZ,7,8.5,5.0,1.33
2019-2020,34,HELLAS VERONA,ATALANTA,18/07/2020,STADIUM MARCANTONIO BENTEGODI,17:15:00,ROSARIO  ABISSO,CIRO  CARBONE,ANDREA  TARDINO,SIMONE  SOZZA,GIANLUCA  ROCCHI,FILIPPO MELI,1,1,D,IVAN JURIC,GIAN PIERO GASPERINI,3-4-2-1,3-4-2-1,93'08,45'57,0.49,23'49 (52%),16'15 (68%),7'34 (32%),22'08 (48%),12'04 (55%),10'04 (45%),4'34,4'52,4'30,3'53,2'27,3'33,4'15,3'46,2'59,2'48,3'43,4'37,11,17,8(1),7(1),0,0,7,7,3,10,6,7,8,9,0,0,4,1,7,5,15,15,271,346,0.7,0.76,24,25,85,116,162,205,5,6,59,99,11,13,0 (0),0 (0),106.83,29.353,69.515,7.962,102.633,30.572,64.555,7.506,6.8,6.5,13 (33%),10 (26%),16 (41%),20 (34%),20 (35%),18 (31%),0/0,0/0,1/2,1/2,0/0,0/0,0/2,0/0,2/4,1/3,0/0,0/0,MATTEO PESSINA,32,DUVAN ZAPATA,91,6.5,5.25,1.4
2019-2020,34,CAGLIARI,SASSUOLO,18/07/2020,STADIUM SARDEGNA ARENA,19:30:00,GIOVANNI  AYROLDI,FILIPPO  VALERIANI,LUIGI  ROSSI,LUCA  MASSIMI,FEDERICO  LA PENNA,MAURO VIVENZI,1,1,D,WALTER ZENGA,ROBERTO DE ZERBI,3-5-2,4-3-3,96'08,49'49,0.52,11'24 (23%),8'31 (75%),2'53 (25%),38'25 (77%),18'42 (49%),19'43 (51%),1'44,2'26,2'37,1'06,1'43,1'47,6'08,5'34,9'21,6'27,4'28,6'27,2,5,1(1),2(1),0,0,1,2,1,3,1,0,1,1,1,0,2,3,0,9,14,15,168,708,0.7,0.92,22,39,54,258,92,411,0,0,49,51,12,14,0 (0),0 (0),101.143,26.508,67.185,7.45,97.63,26.521,64.375,6.734,6.8,6.6,11 (48%),0 (0%),12 (52%),29 (45%),8 (12%),28 (43%),0/0,0/0,0/0,0/1,0/0,0/0,1/2,0/0,0/1,0/1,0/0,0/0,JOAO PEDRO,10,FRANCESCO CAPUTO,9,3.25,3.75,2.1
2019-2020,34,MILAN,BOLOGNA,18/07/2020,STADIUM GIUSEPPE MEAZZA,21:45:00,DAVIDE  MASSA,MARCO  BRESMES,DAVIDE  IMPERIALE,DAVIDE  GHERSINI,LUIGI  NASCA,STEFANO ALASSIO,5,1,H,STEFANO PIOLI,SINISA MIHAJLOVIC,4-2-3-1,4-2-3-1,97'10,47'36,0.49,25'10 (53%),14'04 (56%),11'06 (44%),22'26 (47%),13'59 (62%),8'27 (38%),5'13,3'15,2'48,3'34,5'10,5'10,4'19,2'35,5'28,3'38,2'13,4'13,17,8,14(5),3(1),0,2,12,2,3,5,2,7,12,3,4,1,0,2,7,2,19,14,390,366,0.81,0.8,29,20,116,123,245,223,5,0,73,43,19,5,0 (0),0 (0),104.063,31.883,63.129,9.051,104.292,30.228,65.208,8.856,6.2,6.2,20 (38%),12 (24%),20 (38%),10 (29%),12 (34%),13 (37%),1/2,1/1,0/0,0/0,0/0,0/0,0/0,1/1,1/1,0/1,0/0,0/0,ANTE REBIC,18,TAKEHIRO TOMIYASU,14,1.5,4.5,5.75
2019-2020,34,PARMA,SAMPDORIA,19/07/2020,STADIUM ENNIO TARDINI,17:15:00,GIANPAOLO  CALVARESE,PASQUALE  DE MEO,MATTEO  BOTTEGONI,JUAN LUCA  SACCHI,GIANLUCA  MANGANIELLO,STEFANO LIBERTI,2,3,A,ROBERTO D'AVERSA,CLAUDIO RANIERI,4-3-3,4-4-2,97'57,50'43,0.52,28'21 (56%),13'48 (49%),14'33 (51%),22'22 (44%),10'21 (46%),12'01 (54%),5'26,4'02,8'30,2'34,2'56,4'53,3'10,1'57,2'55,5'14,4'39,4'27,13,12,7(1),5(3),1,0,4,4,6,7,1,4,5,7,0,3,3,0,4,6,13,11,434,303,0.84,0.81,36,34,179,108,219,161,1,4,43,81,20,19,0 (0),0 (0),100.913,28.574,64.983,7.356,107.403,29.569,70.236,7.598,6.5,6.6,22 (48%),12 (26%),12 (26%),18 (44%),9 (22%),14 (34%),1/2,0/0,3/3,4/7,0/0,0/0,0/0,0/0,4/4,1/1,0/0,0/0,GERVINHO,27,FABIO QUAGLIARELLA,27,3.0,2.9,2.62
2019-2020,34,BRESCIA,SPAL,19/07/2020,STADIUM MARIO RIGAMONTI,19:30:00,EUGENIO  ABBATTISTA,STEFANO  DEL GIOVANE,GIUSEPPE  PERROTTI,MARCO  SERRA,LUCA  BANTI,ALESSIO TOLFO,2,1,H,DIEGO LOPEZ,LUIGI DI BIAGIO,4-3-1-2,4-4-2,96'20,41'54,0.43,23'17 (56%),14'24 (62%),8'53 (38%),18'37 (44%),8'38 (46%),9'59 (54%),3'17,3'28,3'03,4'21,4'33,4'35,3'15,3'56,4'06,2'10,3'01,2'08,14,13,5(2),7(1),0,0,4,5,9,6,5,3,7,5,2,0,2,2,7,4,10,14,331,309,0.79,0.8,43,40,144,97,144,172,4,5,39,61,21,24,0 (0),0 (0),105.525,27.457,70.0,8.068,104.521,27.62,67.497,9.404,6.7,6.6,22 (41%),13 (24%),19 (35%),26 (51%),11 (22%),14 (27%),2/6,0/0,1/3,1/1,0/0,0/1,1/2,0/0,0/1,0/1,0/0,0/0,JAROMIR ZMRHAL,8,BRYAN DABO,14,2.37,3.4,2.87
2019-2020,34,FIORENTINA,TORINO,19/07/2020,STADIUM ARTEMIO FRANCHI,19:30:00,MAURIZIO  MARIANI,ALESSANDRO  GIALLATINI,ENRICO  CALIARI,RICCARDO  ROS,PIERO  GIACOMELLI,MATTEO PASSERI,2,0,H,GIUSEPPE IACHINI,MORENO LONGO,4-3-3,3-4-1-2,99'11,62'11,0.63,30'34 (49%),18'54 (62%),11'40 (38%),31'37 (51%),22'19 (71%),9'18 (29%),5'24,5'24,5'35,5'23,3'10,5'37,4'37,3'05,5'11,4'51,4'33,9'20,12,5,4(1),1(0),0,0,3,1,8,4,0,3,6,3,1,0,0,1,4,1,8,11,381,448,0.82,0.86,26,54,134,207,221,187,4,3,49,62,18,12,0 (0),0 (0),112.753,30.376,72.072,10.305,110.975,30.573,69.947,10.455,6.7,6.4,18 (41%),11 (25%),15 (34%),34 (54%),7 (11%),22 (35%),1/2,0/0,0/1,1/1,0/0,0/0,0/3,0/0,5/7,3/3,0/1,0/0,FRANCK RIBERY,7,ANDREA BELOTTI,9,1.95,3.2,4.2
2019-2020,34,GENOA,LECCE,19/07/2020,STADIUM LUIGI FERRARIS,19:30:00,DANIELE  DOVERI,GIACOMO  PAGANESSI,LUCA  MONDIN,LUCA  PAIRETTO,MASSIMILIANO  IRRATI,SERGIO RANGHETTI,2,1,H,DAVIDE NICOLA,FABIO LIVERANI,4-3-1-2,4-3-1-2,100'15,52'40,0.53,25'58 (49%),12'47 (49%),13'11 (51%),26'42 (51%),13'45 (51%),12'57 (49%),4'35,3'28,6'01,3'18,4'30,4'06,4'29,4'52,4'39,3'57,2'29,6'16,8,17,5(1),2(1),1,0,3,1,3,15,0,3,2,5,1,0,2,2,3,8,12,10,401,433,0.84,0.85,28,38,175,187,198,208,1,3,42,78,12,11,0 (0),1 (0),110.199,32.079,70.769,7.351,107.157,31.685,68.781,6.691,6.4,6.2,15 (31%),15 (31%),18 (38%),21 (43%),4 (8%),24 (49%),0/1,0/0,1/3,1/3,0/0,0/1,0/0,0/0,4/4,8/14,1/1,0/0,LASSE SCHONE,20,ANTONIN BARAK,72,1.9,3.75,3.6
2019-2020,34,NAPOLI,UDINESE,19/07/2020,STADIUM SAN PAOLO,19:30:00,DANIELE  CHIFFI,VALENTINO  FIORITO,DAMIANO  DI IORIO,MANUEL  VOLPI,ALEANDRO  DI PAOLO,ALESSANDRO COSTANZO,2,1,H,GENNARO GATTUSO,LUCA GOTTI,4-3-3,3-5-2,99'09,58'57,0.59,38'46 (66%),14'59 (39%),23'47 (61%),20'11 (34%),16'11 (80%),4'00 (20%),7'09,3'34,7'33,8'08,4'50,7'32,3'16,3'25,4'25,2'53,2'48,3'24,17,3,10(2),3(1),0,0,8,3,7,0,1,7,11,3,2,1,0,4,2,3,13,17,783,321,0.92,0.8,66,26,239,129,478,166,7,0,30,42,13,4,0 (0),0 (0),115.943,29.473,77.445,9.025,110.089,30.134,73.428,6.527,6.7,6.5,26 (39%),17 (25%),24 (36%),8 (38%),3 (14%),10 (48%),0/0,1/1,0/0,1/4,0/0,0/0,2/2,1/1,0/0,1/1,0/0,0/0,ARKADIUSZ MILIK,99,RODRIGO DE PAUL,10,1.5,4.33,6.0
2019-2020,34,ROMA,INTER,19/07/2020,STADIUM OLIMPICO,21:45:00,MARCO  DI BELLO,DARIO  CECCONI,MAURO  GALETTO,ANTONIO  GIUA,MARCO  GUIDA,RODOLFO DI VUOLO,2,2,D,PAULO FONSECA,ANTONIO CONTE,3-4-2-1,3-4-1-2,97'17,51'52,0.53,23'12 (45%),13'38 (59%),9'34 (41%),28'40 (55%),21'11 (74%),7'29 (26%),3'33,4'30,3'50,3'08,3'28,4'43,5'25,4'41,4'19,5'35,3'57,4'43,6,4,3(2),3(2),0,1,3,3,3,1,1,1,4,3,1,1,0,4,8,5,18,13,330,461,0.85,0.86,36,45,116,209,178,207,2,1,41,34,11,8,0 (0),1 (1),105.585,26.773,68.758,10.054,105.801,26.333,69.89,9.578,6.7,6.8,7 (20%),14 (40%),14 (40%),18 (41%),7 (16%),19 (43%),0/0,0/3,0/2,0/1,0/0,0/0,0/0,0/3,0/1,2/3,0/0,0/0,HENRIKH MKHITARYAN,77,ALEXIS SANCHEZ,7,3.0,3.6,2.2
